provider,flow,area,source,product,frequency,unit,detail,series_id,description,name
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_NA_YDR_R40_MBBLD.M,PET.M_NA_YDR_R40_MBBLD.M,"PADD 4 Downstream Processing of Fresh Feed Input by Catalytic Reforming Units, Monthly","PADD 4 Downstream Processing of Fresh Feed Input by Catalytic Reforming Units, Monthly"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPLLEA_FPF_R40_MBBLD.M,PET.M_EPLLEA_FPF_R40_MBBLD.M,"PADD 4 Field Production of Ethane, Monthly (Thousand Barrels per Day)","PADD 4 Field Production of Ethane, Monthly (Thousand Barrels per Day)"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPLLBAI_FPF_R40_MBBLD.A,PET.M_EPLLBAI_FPF_R40_MBBLD.A,"PADD 4 Field Production of Isobutane, Annual (Thousand Barrels per Day)","PADD 4 Field Production of Isobutane, Annual (Thousand Barrels per Day)"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPL2_FPF_R40_MBBLD.M,PET.M_EPL2_FPF_R40_MBBLD.M,"PADD 4 Field Production of Natural Gas Liquids, Monthly (Thousand Barrels per Day)","PADD 4 Field Production of Natural Gas Liquids, Monthly (Thousand Barrels per Day)"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPLLNG_FPF_R40_MBBLD.M,PET.M_EPLLNG_FPF_R40_MBBLD.M,"PADD 4 Field Production of Natural Gasoline, Monthly (Thousand Barrels per Day)","PADD 4 Field Production of Natural Gasoline, Monthly (Thousand Barrels per Day)"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPLLBAN_FPF_R40_MBBLD.M,PET.M_EPLLBAN_FPF_R40_MBBLD.M,"PADD 4 Field Production of Normal Butane, Monthly (Thousand Barrels per Day)","PADD 4 Field Production of Normal Butane, Monthly (Thousand Barrels per Day)"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPLLPA_FPF_R40_MBBLD.M,PET.M_EPLLPA_FPF_R40_MBBLD.M,"PADD 4  Field Production of Propane, Monthly (Thousand Barrels per Day)","PADD 4  Field Production of Propane, Monthly (Thousand Barrels per Day)"
US_EIA,None,USA,gov_eia_PET,CRUDEOIL,Monthly,KBBL,PET.8_NA_8R0D_R40_MBBL.A,PET.8_NA_8R0D_R40_MBBL.A,"PADD 4 Domestic Crude Oil Refinery Receipts, Annual (Thousand Barrels)","PADD 4 Domestic Crude Oil Refinery Receipts, Annual (Thousand Barrels)"
US_EIA,None,USA,gov_eia_PET,CRUDEOIL,Monthly,KBBL,PET.8_NA_8R0F_R40_MBBL.A,PET.8_NA_8R0F_R40_MBBL.A,"PADD 4 Foreign Crude Oil Refinery Receipts, Annual (Thousand Barrels)","PADD 4 Foreign Crude Oil Refinery Receipts, Annual (Thousand Barrels)"
US_EIA,None,USA,gov_eia_PET,CRUDEOIL,Monthly,KBBL,PET.8_NA_8RPD_R40_MBBL.A,PET.8_NA_8RPD_R40_MBBL.A,"PADD 4 Domestic Crude Oil Refinery Receipts by Pipeline, Annual (Thousand Barrels)","PADD 4 Domestic Crude Oil Refinery Receipts by Pipeline, Annual (Thousand Barrels)"
US_EIA,None,USA,gov_eia_PET,CRUDEOIL,Monthly,KBBL,PET.8_NA_8RPF_R40_MBBL.A,PET.8_NA_8RPF_R40_MBBL.A,"PADD 4 Foreign Crude Oil Refinery Receipts by Pipeline, Annual (Thousand Barrels)","PADD 4 Foreign Crude Oil Refinery Receipts by Pipeline, Annual (Thousand Barrels)"
US_EIA,None,USA,gov_eia_PET,CRUDEOIL,Monthly,KBBL,PET.8_NA_8RCD_R40_MBBL.A,PET.8_NA_8RCD_R40_MBBL.A,"PADD 4 Domestic Crude Oil Refinery Receipts by Tank Cars (Rail), Annual (Thousand Barrels)","PADD 4 Domestic Crude Oil Refinery Receipts by Tank Cars (Rail), Annual (Thousand Barrels)"
US_EIA,None,USA,gov_eia_PET,CRUDEOIL,Monthly,KBBL,PET.8_NA_8RCF_R40_MBBL.A,PET.8_NA_8RCF_R40_MBBL.A,"PADD 4 Foreign Crude Oil Refinery Receipts by Tank Cars (Rail), Annual (Thousand Barrels)","PADD 4 Foreign Crude Oil Refinery Receipts by Tank Cars (Rail), Annual (Thousand Barrels)"
US_EIA,None,USA,gov_eia_PET,CRUDEOIL,Monthly,KBBL,PET.8_NA_8RRD_R40_MBBL.A,PET.8_NA_8RRD_R40_MBBL.A,"PADD 4 Domestic Crude Oil Refinery Receipts by Truck, Annual (Thousand Barrels)","PADD 4 Domestic Crude Oil Refinery Receipts by Truck, Annual (Thousand Barrels)"
US_EIA,None,USA,gov_eia_PET,CRUDEOIL,Monthly,KBBL,PET.8_NA_8RRF_R40_MBBL.A,PET.8_NA_8RRF_R40_MBBL.A,"PADD 4 Foreign Crude Oil Refinery Receipts by Truck, Annual (Thousand Barrels)","PADD 4 Foreign Crude Oil Refinery Receipts by Truck, Annual (Thousand Barrels)"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBBL,PET.8_NA_8FPS_R40_MBBL.A,PET.8_NA_8FPS_R40_MBBL.A,"PADD 4 Still Gas Consumed at Refineries, Annual ","PADD 4 Still Gas Consumed at Refineries, Annual "
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBBL,PET.8_NA_8FPPM_R40_MBBL.A,PET.8_NA_8FPPM_R40_MBBL.A,"PADD 4 Marketable Petroleum Coke Consumed at Refineries, Annual","PADD 4 Marketable Petroleum Coke Consumed at Refineries, Annual"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBBL,PET.8_NA_8FPPC_R40_MBBL.A,PET.8_NA_8FPPC_R40_MBBL.A,"PADD 4 Catalyst Petroleum Coke Consumed at Refineries, Annual","PADD 4 Catalyst Petroleum Coke Consumed at Refineries, Annual"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBBL,PET.8_NA_8FN0_R40_2.A,PET.8_NA_8FN0_R40_2.A,"PADD 4 Natural Gas Consumed at Refineries, Annual (Million Cubic Feet)","PADD 4 Natural Gas Consumed at Refineries, Annual (Million Cubic Feet)"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBBL,PET.8_NA_8FE0_R40_K.A,PET.8_NA_8FE0_R40_K.A,"PADD 4 Purchased Electricity Consumed at Refineries, Annual (Million Kilowatthours)","PADD 4 Purchased Electricity Consumed at Refineries, Annual (Million Kilowatthours)"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBBL,PET.8_NA_8FS0_R40_B.A,PET.8_NA_8FS0_R40_B.A,"PADD 4 Purchased Steam Consumed at Refineries, Annual (Million Pounds)","PADD 4 Purchased Steam Consumed at Refineries, Annual (Million Pounds)"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBBL,PET.8_NA_8NGFSHY_R40_MMCF.A,PET.8_NA_8NGFSHY_R40_MMCF.A,"PADD 4 Natural Gas Used as Feedstock for Hydrogen Production, Annual ","PADD 4 Natural Gas Used as Feedstock for Hydrogen Production, Annual "
US_EIA,REFINOBS,USA,gov_eia_PET,CRUDEOIL,Monthly,KBD,PET.M_EPC0_YIY_R30_2.M,PET.M_EPC0_YIY_R30_2.M,"PADD 3 Refinery Net Input of Crude Oil, Monthly","PADD 3 Refinery Net Input of Crude Oil, Monthly"
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPL0_YIY_R30_2.M,PET.M_EPL0_YIY_R30_2.M,"PADD 3 Refinery Net Input of Hydrocarbon Gas Liquids, Monthly","PADD 3 Refinery Net Input of Hydrocarbon Gas Liquids, Monthly"
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPLP_YIY_R30_2.M,PET.M_EPLP_YIY_R30_2.M,"PADD 3 Refinery Net Input of Pentanes Plus, Monthly","PADD 3 Refinery Net Input of Pentanes Plus, Monthly"
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPLL_YIY_R30_2.M,PET.M_EPLL_YIY_R30_2.M,"PADD 3 Refinery Net Input of Liquified Petroleum Gases, Monthly ","PADD 3 Refinery Net Input of Liquified Petroleum Gases, Monthly "
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOL_YIY_R30_2.M,PET.M_EPOL_YIY_R30_2.M,"PADD 3 Refinery Net Input of Other Liquids, Monthly","PADD 3 Refinery Net Input of Other Liquids, Monthly"
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOOOH_YIY_R30_MBBLD.M,PET.M_EPOOOH_YIY_R30_MBBLD.M,"PADD 3 Refinery Net Input of Hydrogen, Monthly ","PADD 3 Refinery Net Input of Hydrogen, Monthly "
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOO_YIY_R30_2.M,PET.M_EPOO_YIY_R30_2.M,"PADD 3 Refinery Net Input of Other Hydrocarbons/Oxygenates, Monthly","PADD 3 Refinery Net Input of Other Hydrocarbons/Oxygenates, Monthly"
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOOXE_YIY_R30_2.M,PET.M_EPOOXE_YIY_R30_2.M,"PADD 3 Refinery Net Input of Fuel Ethanol, Monthly ","PADD 3 Refinery Net Input of Fuel Ethanol, Monthly "
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOORD_YIY_R30_MBBLD.M,PET.M_EPOORD_YIY_R30_MBBLD.M,"PADD 3 Refinery Net Input of Renewable Diesel Fuel, Monthly ","PADD 3 Refinery Net Input of Renewable Diesel Fuel, Monthly "
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOORO_YIY_R30_MBBLD.M,PET.M_EPOORO_YIY_R30_MBBLD.M,"PADD 3 Refinery Net Input of Other Renewable Fuels, Monthly","PADD 3 Refinery Net Input of Other Renewable Fuels, Monthly"
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOOOXH_YIY_R30_MBBLD.M,PET.M_EPOOOXH_YIY_R30_MBBLD.M,"PADD 3 Refinery Net Input of Other Hydrocarbons, Monthly","PADD 3 Refinery Net Input of Other Hydrocarbons, Monthly"
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOUN_YIY_R30_2.M,PET.M_EPOUN_YIY_R30_2.M,"PADD 3 Refinery Net Input of Naphthas and Lighter, Monthly","PADD 3 Refinery Net Input of Naphthas and Lighter, Monthly"
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOUK_YIY_R30_2.M,PET.M_EPOUK_YIY_R30_2.M,"PADD 3 Refinery Net Input of Kerosene and Light Oils, Monthly ","PADD 3 Refinery Net Input of Kerosene and Light Oils, Monthly "
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOUH_YIY_R30_2.M,PET.M_EPOUH_YIY_R30_2.M,"PADD 3 Refinery Net Input of Heavy Gas Oils, Monthly","PADD 3 Refinery Net Input of Heavy Gas Oils, Monthly"
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOUR_YIY_R30_2.M,PET.M_EPOUR_YIY_R30_2.M,"PADD 3 Refinery Net Input of Residuum, Monthly","PADD 3 Refinery Net Input of Residuum, Monthly"
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOBG_YIY_R30_2.M,PET.M_EPOBG_YIY_R30_2.M,"PADD 3 Refinery Net Input of Gasoline Blending Components, Monthly","PADD 3 Refinery Net Input of Gasoline Blending Components, Monthly"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPL0_YIB_R30_MBBLD.M,PET.M_EPL0_YIB_R30_MBBLD.M,"PADD 3 Blender Net Input of Hydrocarbon Gas Liquids, Monthly ","PADD 3 Blender Net Input of Hydrocarbon Gas Liquids, Monthly "
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOOXE_YIB_R30_2.M,PET.M_EPOOXE_YIB_R30_2.M,"PADD 3 Blender Net Input of Fuel Ethanol, Monthly","PADD 3 Blender Net Input of Fuel Ethanol, Monthly"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOORD_YIB_R30_MBBLD.M,PET.M_EPOORD_YIB_R30_MBBLD.M,"PADD 3 Blender Net Input of Renewable Diesel Fuel, Monthly","PADD 3 Blender Net Input of Renewable Diesel Fuel, Monthly"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOBG_YIB_R30_2.M,PET.M_EPOBG_YIB_R30_2.M,"PADD 3 Blender Net Input of Gasoline Blending Components, Monthly","PADD 3 Blender Net Input of Gasoline Blending Components, Monthly"
US_EIA,REFGROUT,USA,gov_eia_PET,CRUDEOIL,Monthly,KBD,PET.MTTRX_R30_2.M,PET.MTTRX_R30_2.M,"PADD 3 Refinery Net Production of Crude Oil and Petroleum Products, Monthly","PADD 3 Refinery Net Production of Crude Oil and Petroleum Products, Monthly"
US_EIA,REFGROUT,USA,gov_eia_PET,None,Monthly,KBD,PET.MLPRX_R30_2.M,PET.MLPRX_R30_2.M,"PADD 3 Refinery Net Production of Liquified Petroleum Gases, Monthly","PADD 3 Refinery Net Production of Liquified Petroleum Gases, Monthly"
US_EIA,REFGROUT,USA,gov_eia_PET,None,Monthly,KBD,PET.MPLRX_R30_2.M,PET.MPLRX_R30_2.M,"PADD 3 Refinery Net Production of Propylene, Monthly","PADD 3 Refinery Net Production of Propylene, Monthly"
US_EIA,REFGROUT,USA,gov_eia_PET,None,Monthly,KBD,PET.MGFRX_R30_2.M,PET.MGFRX_R30_2.M,"PADD 3 Refinery Net Production of Finished Motor Gasoline, Monthly","PADD 3 Refinery Net Production of Finished Motor Gasoline, Monthly"
US_EIA,REFGROUT,USA,gov_eia_PET,None,Monthly,KBD,PET.MKJRX_R30_2.M,PET.MKJRX_R30_2.M,"PADD 3 Refinery Net Production of Kerosene-Type Jet Fuel, Monthly","PADD 3 Refinery Net Production of Kerosene-Type Jet Fuel, Monthly"
US_EIA,REFGROUT,USA,gov_eia_PET,None,Monthly,KBD,PET.MD0RX_R30_2.M,PET.MD0RX_R30_2.M,"PADD 3 Refinery Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur, Monthly","PADD 3 Refinery Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur, Monthly"
US_EIA,REFGROUT,USA,gov_eia_PET,None,Monthly,KBD,PET.MD1RX_R30_2.M,PET.MD1RX_R30_2.M,"PADD 3 Refinery Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur, Monthly","PADD 3 Refinery Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur, Monthly"
US_EIA,REFGROUT,USA,gov_eia_PET,None,Monthly,KBD,PET.MDGRX_R30_2.M,PET.MDGRX_R30_2.M,"PADD 3 Refinery Net Production of Distillate Fuel Oil, Greater Than 500 ppm Sulfur, Monthly","PADD 3 Refinery Net Production of Distillate Fuel Oil, Greater Than 500 ppm Sulfur, Monthly"
US_EIA,REFGROUT,USA,gov_eia_PET,None,Monthly,KBD,PET.MPNRX_R30_2.M,PET.MPNRX_R30_2.M,"PADD 3 Refinery Net Production of Naphtha for Petrochemical Feedstock Use, Monthly","PADD 3 Refinery Net Production of Naphtha for Petrochemical Feedstock Use, Monthly"
US_EIA,REFGROUT,USA,gov_eia_PET,None,Monthly,KBD,PET.MLURX_R30_2.M,PET.MLURX_R30_2.M,"PADD 3 Refinery Net Production of Lubricants, Monthly","PADD 3 Refinery Net Production of Lubricants, Monthly"
US_EIA,REFGROUT,USA,gov_eia_PET,None,Monthly,KBD,PET.MCMRX_R30_2.M,PET.MCMRX_R30_2.M,"PADD 3 Refinery Net Production of Petroleum Coke Marketable, Monthly","PADD 3 Refinery Net Production of Petroleum Coke Marketable, Monthly"
US_EIA,REFGROUT,USA,gov_eia_PET,None,Monthly,KBD,PET.MAPRX_R30_2.M,PET.MAPRX_R30_2.M,"PADD 3 Refinery Net Production of Asphalt and Road Oil, Monthly","PADD 3 Refinery Net Production of Asphalt and Road Oil, Monthly"
US_EIA,REFGROUT,USA,gov_eia_PET,None,Monthly,KBD,PET.MSGRX_R30_2.M,PET.MSGRX_R30_2.M,"PADD 3 Refinery Net Production of Still Gas, Monthly","PADD 3 Refinery Net Production of Still Gas, Monthly"
US_EIA,REFGROUT,USA,gov_eia_PET,None,Monthly,KBD,PET.MMSRX_R30_2.M,PET.MMSRX_R30_2.M,"PADD 3 Refinery Net Production of Miscellaneous Petroleum Products, Monthly","PADD 3 Refinery Net Production of Miscellaneous Petroleum Products, Monthly"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.MPGRX_R30_2.M,PET.MPGRX_R30_2.M,"PADD 3 Refinery Processing Gain, Monthly","PADD 3 Refinery Processing Gain, Monthly"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.MGFRZ_R30_2.M,PET.MGFRZ_R30_2.M,"PADD 3 Blender Net Production of Finished Motor Gasoline, Monthly ","PADD 3 Blender Net Production of Finished Motor Gasoline, Monthly "
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOOXE_YOP_R30_2.M,PET.M_EPOOXE_YOP_R30_2.M,"PADD 3 Oxygenate Plant Production of Fuel Ethanol, Monthly","PADD 3 Oxygenate Plant Production of Fuel Ethanol, Monthly"
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_NA_YDR_R30_MBBLD.M,PET.M_NA_YDR_R30_MBBLD.M,"PADD 3 Downstream Processing of Fresh Feed Input by Catalytic Reforming Units, Monthly","PADD 3 Downstream Processing of Fresh Feed Input by Catalytic Reforming Units, Monthly"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPLLEA_FPF_R30_MBBLD.M,PET.M_EPLLEA_FPF_R30_MBBLD.M,"PADD 3 Field Production of Ethane, Monthly (Thousand Barrels per Day)","PADD 3 Field Production of Ethane, Monthly (Thousand Barrels per Day)"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPLLBAI_FPF_R30_MBBLD.A,PET.M_EPLLBAI_FPF_R30_MBBLD.A,"PADD 3 Field Production of Isobutane, Annual (Thousand Barrels per Day)","PADD 3 Field Production of Isobutane, Annual (Thousand Barrels per Day)"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPL2_FPF_R30_MBBLD.M,PET.M_EPL2_FPF_R30_MBBLD.M,"PADD 3 Field Production of Natural Gas Liquids, Monthly (Thousand Barrels per Day)","PADD 3 Field Production of Natural Gas Liquids, Monthly (Thousand Barrels per Day)"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPLLNG_FPF_R30_MBBLD.M,PET.M_EPLLNG_FPF_R30_MBBLD.M,"PADD 3 Field Production of Natural Gasoline, Monthly (Thousand Barrels per Day)","PADD 3 Field Production of Natural Gasoline, Monthly (Thousand Barrels per Day)"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPLLBAN_FPF_R30_MBBLD.M,PET.M_EPLLBAN_FPF_R30_MBBLD.M,"PADD 3 Field Production of Normal Butane, Monthly (Thousand Barrels per Day)","PADD 3 Field Production of Normal Butane, Monthly (Thousand Barrels per Day)"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPLLPA_FPF_R30_MBBLD.M,PET.M_EPLLPA_FPF_R30_MBBLD.M,"PADD 3  Field Production of Propane, Monthly (Thousand Barrels per Day)","PADD 3  Field Production of Propane, Monthly (Thousand Barrels per Day)"
US_EIA,None,USA,gov_eia_PET,CRUDEOIL,Monthly,KBBL,PET.8_NA_8R0D_R30_MBBL.A,PET.8_NA_8R0D_R30_MBBL.A,"PADD 3 Domestic Crude Oil Refinery Receipts, Annual (Thousand Barrels)","PADD 3 Domestic Crude Oil Refinery Receipts, Annual (Thousand Barrels)"
US_EIA,None,USA,gov_eia_PET,CRUDEOIL,Monthly,KBBL,PET.8_NA_8R0F_R30_MBBL.A,PET.8_NA_8R0F_R30_MBBL.A,"PADD 3 Foreign Crude Oil Refinery Receipts, Annual (Thousand Barrels)","PADD 3 Foreign Crude Oil Refinery Receipts, Annual (Thousand Barrels)"
US_EIA,None,USA,gov_eia_PET,CRUDEOIL,Monthly,KBBL,PET.8_NA_8RPD_R30_MBBL.A,PET.8_NA_8RPD_R30_MBBL.A,"PADD 3 Domestic Crude Oil Refinery Receipts by Pipeline, Annual (Thousand Barrels)","PADD 3 Domestic Crude Oil Refinery Receipts by Pipeline, Annual (Thousand Barrels)"
US_EIA,None,USA,gov_eia_PET,CRUDEOIL,Monthly,KBBL,PET.8_NA_8RPF_R30_MBBL.A,PET.8_NA_8RPF_R30_MBBL.A,"PADD 3 Foreign Crude Oil Refinery Receipts by Pipeline, Annual (Thousand Barrels)","PADD 3 Foreign Crude Oil Refinery Receipts by Pipeline, Annual (Thousand Barrels)"
US_EIA,None,USA,gov_eia_PET,CRUDEOIL,Monthly,KBBL,PET.8_NA_8RCD_R30_MBBL.A,PET.8_NA_8RCD_R30_MBBL.A,"PADD 3 Domestic Crude Oil Refinery Receipts by Tank Cars (Rail), Annual (Thousand Barrels)","PADD 3 Domestic Crude Oil Refinery Receipts by Tank Cars (Rail), Annual (Thousand Barrels)"
US_EIA,None,USA,gov_eia_PET,CRUDEOIL,Monthly,KBBL,PET.8_NA_8RCF_R30_MBBL.A,PET.8_NA_8RCF_R30_MBBL.A,"PADD 3 Foreign Crude Oil Refinery Receipts by Tank Cars (Rail), Annual (Thousand Barrels)","PADD 3 Foreign Crude Oil Refinery Receipts by Tank Cars (Rail), Annual (Thousand Barrels)"
US_EIA,None,USA,gov_eia_PET,CRUDEOIL,Monthly,KBBL,PET.8_NA_8RRD_R30_MBBL.A,PET.8_NA_8RRD_R30_MBBL.A,"PADD 3 Domestic Crude Oil Refinery Receipts by Truck, Annual (Thousand Barrels)","PADD 3 Domestic Crude Oil Refinery Receipts by Truck, Annual (Thousand Barrels)"
US_EIA,None,USA,gov_eia_PET,CRUDEOIL,Monthly,KBBL,PET.8_NA_8RRF_R30_MBBL.A,PET.8_NA_8RRF_R30_MBBL.A,"PADD 3 Foreign Crude Oil Refinery Receipts by Truck, Annual (Thousand Barrels)","PADD 3 Foreign Crude Oil Refinery Receipts by Truck, Annual (Thousand Barrels)"
